Timestamp (LOCAL_TIME),SPSQC:EXTRACTED_INTENSITY,SPS.BLM.21636.ZS1:LOSS_CYCLE,SPS.BLM.21652.ZS2:LOSS_CYCLE,SPS.BLM.21658.ZS3:LOSS_CYCLE,SPS.BLM.21674.ZS4:LOSS_CYCLE,SPS.BLM.21680.ZS5:LOSS_CYCLE,SPS.BLM.21694.TCE:LOSS_CYCLE,SPS.BLM.21772.TPST:LOSS_CYCLE,SPS.BLM.21775.MST1:LOSS_CYCLE,SPS.BLM.21776.MST1:LOSS_CYCLE,SPS.BLM.21792.MST3:LOSS_CYCLE,SPS.BLM.21796.MST3:LOSS_CYCLE,SPS.BLM.21835.MSE1:LOSS_CYCLE,SPS.BLM.21839.MSE2:LOSS_CYCLE,SPS.BLM.21905.QDA:LOSS_CYCLE,ZS.LSS2.GIRDER:DO_PPM,ZS.LSS2.GIRDER:UP_PPM,ZS1.LSS2.ANODE:DO_PPM,ZS1.LSS2.ANODE:UP_PPM,ZS2.LSS2.ANODE:DO_PPM,ZS2.LSS2.ANODE:UP_PPM,ZS3.LSS2.ANODE:DO_PPM,ZS3.LSS2.ANODE:UP_PPM,ZS4.LSS2.ANODE:DO_PPM,ZS4.LSS2.ANODE:UP_PPM,ZS5.LSS2.ANODE:DO_PPM,ZS5.LSS2.ANODE:UP_PPM
31:38.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000163843,0.000177496,0.000163843,5.46E-05,2.73E-05,1.37E-05,2.73E-05,2.73E-05,0,1.37E-05,2.73E-05,42.768,68.13,-0.476,-0.036,-0.406,0.308,0.164,-0.135,0.421,0.704,0.109,0.278
31:38.5,4.20E+01,7.55E-05,0.000163536,0.000239014,0.000213855,0.000188695,0.000188695,5.03E-05,3.77E-05,2.52E-05,2.52E-05,2.52E-05,0,1.26E-05,2.52E-05,42.768,68.13,-0.307,0.001,-0.102,0.623,0.444,-0.061,0.685,0.146,0.572,0.621
31:56.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000163843,0.000163843,0.000163843,6.83E-05,4.10E-05,4.10E-05,2.73E-05,1.37E-05,1.37E-05,1.37E-05,4.10E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.164,-0.135,0.729,0.728,0.109,0.278
31:56.5,4.43E+01,7.15E-05,0.000166748,0.000285853,0.000285853,0.000273943,0.000273943,0.000119106,7.15E-05,5.96E-05,4.76E-05,3.57E-05,0,1.19E-05,4.76E-05,42.768,68.13,-0.329,0.001,0.513,0.242,0.764,-0.151,0.701,0.146,0.109,0.564
32:14.5,4.53E+01,7.00E-05,0.000151612,0.000186599,0.000163274,0.000151612,0.000151612,4.66E-05,2.33E-05,2.33E-05,2.33E-05,1.17E-05,1.17E-05,1.17E-05,3.50E-05,42.768,68.13,-0.286,0.001,-0.102,0.419,0.444,-0.061,0.685,0.146,0.569,0.621
32:14.5,4.39E+01,6.02E-05,0.000132425,0.000180579,0.000156502,0.000156502,0.000156502,6.02E-05,3.61E-05,3.61E-05,1.20E-05,2.41E-05,0,1.20E-05,3.61E-05,42.768,68.13,-0.479,-0.036,-0.403,0.308,0.164,-0.135,0.629,0.701,0.109,0.278
32:14.5,3.96E+01,6.66E-05,0.000159942,0.000213256,0.000186599,0.00017327,0.000186599,6.66E-05,5.33E-05,4.00E-05,1.33E-05,2.67E-05,1.33E-05,0,4.00E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.717,-0.151,0.701,0.146,0.106,0.564
32:32.5,4.62E+01,6.85E-05,0.000137093,0.000194215,0.000171366,0.000159942,0.000148517,4.57E-05,3.43E-05,2.28E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,2.28E-05,42.768,68.13,-0.313,0.001,-0.102,0.452,0.441,-0.061,0.685,0.146,0.565,0.621
32:32.5,4.06E+01,6.51E-05,0.000156222,0.000208296,0.000169241,0.000169241,0.000169241,6.51E-05,3.91E-05,3.91E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,3.91E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.728,0.115,0.537
32:32.5,4.10E+01,7.72E-05,0.000154427,0.000257378,0.000244509,0.00023164,0.000244509,0.000102951,6.43E-05,5.15E-05,3.86E-05,2.57E-05,1.29E-05,0,5.15E-05,42.768,68.13,-0.329,0.001,0.071,0.23,0.77,0.175,0.701,0.146,0.106,0.564
32:50.5,4.29E+01,6.15E-05,0.000147639,0.000196851,0.000159942,0.000172245,0.000159942,9.84E-05,4.92E-05,4.92E-05,3.69E-05,2.46E-05,0,1.23E-05,3.69E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.698,0.112,0.067
32:50.5,4.39E+01,7.22E-05,0.000156502,0.000216695,0.000192618,0.000180579,0.000168541,4.82E-05,3.61E-05,2.41E-05,2.41E-05,2.41E-05,0,1.20E-05,3.61E-05,42.768,68.13,-0.277,0.001,-0.102,0.551,0.444,-0.061,0.685,0.146,0.565,0.621
32:50.5,4.15E+01,6.36E-05,0.000152672,0.000229008,0.000203562,0.00019084,0.000203562,7.63E-05,5.09E-05,3.82E-05,2.54E-05,2.54E-05,0,1.27E-05,3.82E-05,42.768,68.13,-0.329,0.001,0.128,0.23,0.72,-0.631,0.701,0.146,0.106,0.564
33:08.5,4.72E+01,6.72E-05,0.000145547,0.000190331,0.000167939,0.000156743,0.000156743,4.48E-05,3.36E-05,3.36E-05,2.24E-05,1.12E-05,0,1.12E-05,2.24E-05,42.768,68.13,-0.304,0.001,-0.102,0.491,0.444,-0.061,0.685,0.146,0.562,0.621
33:08.5,4.48E+01,7.07E-05,0.000141422,0.000200348,0.000164993,0.000164993,0.000164993,7.07E-05,4.71E-05,3.54E-05,2.36E-05,2.36E-05,0,0,2.36E-05,42.768,68.13,-0.329,0.001,0.068,0.23,0.767,-0.123,0.701,0.146,0.106,0.564
33:08.5,4.43E+01,5.96E-05,0.000154837,0.00021439,0.000178658,0.000178658,0.000166748,7.15E-05,4.76E-05,3.57E-05,3.57E-05,2.38E-05,1.19E-05,0,3.57E-05,42.77,68.098,-0.479,-0.036,-0.406,0.308,0.164,-0.135,0.629,0.695,0.115,0.18
33:26.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.000171232,0.00015806,0.000144888,3.95E-05,2.63E-05,2.63E-05,1.32E-05,0,1.32E-05,1.32E-05,2.63E-05,42.768,68.13,-0.304,0.001,-0.102,0.494,0.444,-0.061,0.685,0.146,0.559,0.621
33:26.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000177496,0.000177496,0.000163843,9.56E-05,4.10E-05,4.10E-05,4.10E-05,2.73E-05,0,1.37E-05,4.10E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.164,-0.135,0.629,0.719,0.112,0.153
33:26.5,4.06E+01,7.81E-05,0.000156222,0.000221315,0.000195278,0.000195278,0.000195278,7.81E-05,5.21E-05,5.21E-05,3.91E-05,2.60E-05,1.30E-05,1.30E-05,3.91E-05,42.768,68.13,-0.329,0.001,0.131,0.23,0.717,-0.346,0.701,0.146,0.106,0.564
33:44.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000163536,0.000163536,0.000163536,6.29E-05,3.77E-05,3.77E-05,2.52E-05,1.26E-05,1.26E-05,1.26E-05,3.77E-05,42.768,68.13,-0.329,0.001,0.134,0.23,0.72,-0.024,0.701,0.146,0.103,0.561
33:44.5,4.20E+01,7.55E-05,0.000150956,0.000201275,0.000176116,0.000163536,0.000163536,5.03E-05,3.77E-05,2.52E-05,1.26E-05,2.52E-05,1.26E-05,0,3.77E-05,42.768,68.13,-0.304,0.001,-0.102,0.506,0.444,-0.061,0.685,0.146,0.559,0.621
33:44.5,4.43E+01,5.96E-05,0.000142927,0.00020248,0.000166748,0.000166748,0.000154837,5.96E-05,4.76E-05,3.57E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,2.38E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.164,-0.135,0.629,0.719,0.422,0.141
34:02.5,5.09E+01,6.22E-05,0.000145132,0.000186599,0.000165866,0.000155499,0.000155499,4.15E-05,3.11E-05,3.11E-05,1.04E-05,2.07E-05,0,1.04E-05,3.11E-05,42.768,68.13,-0.304,0.001,-0.102,0.506,0.444,-0.061,0.685,0.146,0.559,0.621
34:02.5,3.73E+01,7.09E-05,0.000155893,0.000212581,0.000170065,0.000184237,0.000170065,5.67E-05,2.83E-05,2.83E-05,1.42E-05,1.42E-05,1.42E-05,1.42E-05,4.25E-05,42.77,68.098,-0.479,-0.036,-0.406,0.308,0.164,-0.135,0.629,0.719,0.861,0.147
34:02.5,3.52E+01,7.50E-05,0.000150007,0.000255012,0.000285014,0.000255012,0.000270013,0.000105005,7.50E-05,6.00E-05,4.50E-05,3.00E-05,1.50E-05,1.50E-05,6.00E-05,42.768,68.13,-0.329,0.001,0.08,0.23,1.056,-0.042,0.701,0.146,0.112,0.561
34:20.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.00017327,0.00017327,0.00017327,5.33E-05,4.00E-05,2.67E-05,2.67E-05,0,1.33E-05,1.33E-05,4.00E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.538,0.135
34:20.5,4.62E+01,6.85E-05,0.000159942,0.000205639,0.000182791,0.000182791,0.000182791,5.71E-05,3.43E-05,2.28E-05,1.14E-05,1.14E-05,0,1.14E-05,3.43E-05,42.768,68.13,-0.329,0.001,0.116,0.23,0.158,-0.039,0.701,0.146,0.112,0.561
34:20.5,4.24E+01,7.46E-05,0.000174159,0.000248798,0.000223919,0.000211479,0.000199039,6.22E-05,3.73E-05,3.73E-05,2.49E-05,2.49E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.304,0.001,0.161,0.509,0.444,-0.061,0.685,0.146,0.562,0.621
34:38.5,4.57E+01,6.93E-05,0.000138506,0.000219302,0.000173133,0.000161591,0.000161591,4.62E-05,3.46E-05,1.15E-05,2.31E-05,2.31E-05,1.15E-05,1.15E-05,2.31E-05,42.768,68.13,-0.304,0.001,-0.567,0.47,0.444,-0.061,0.685,0.146,0.562,0.621
34:38.5,4.48E+01,5.89E-05,0.000141422,0.000188563,0.000164993,0.000164993,0.000153207,5.89E-05,3.54E-05,3.54E-05,1.18E-05,2.36E-05,1.18E-05,0,3.54E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.135
34:38.5,3.95E+01,6.69E-05,0.000147191,0.000200715,0.000173953,0.000173953,0.000173953,6.69E-05,5.35E-05,4.01E-05,2.68E-05,2.68E-05,1.34E-05,1.34E-05,4.01E-05,42.768,68.13,-0.329,0.001,0.071,0.23,0.77,-0.042,0.701,0.146,0.112,0.561
34:56.5,4.62E+01,8.00E-05,0.000137093,0.000194215,0.000171366,0.000159942,0.000148517,4.57E-05,3.43E-05,3.43E-05,1.14E-05,2.28E-05,0,1.14E-05,2.28E-05,42.768,68.13,-0.304,0.001,-0.117,0.524,0.444,-0.061,0.685,0.146,0.562,0.621
34:56.5,4.49E+01,7.06E-05,0.000153036,0.000200124,0.000164808,0.000164808,0.000164808,5.89E-05,3.53E-05,2.35E-05,2.35E-05,2.35E-05,1.18E-05,1.18E-05,2.35E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.537,-0.042,0.701,0.146,0.109,0.561
34:56.5,4.24E+01,7.46E-05,0.000149279,0.000211479,0.000174159,0.000186599,0.000174159,7.46E-05,4.98E-05,3.73E-05,2.49E-05,2.49E-05,0,1.24E-05,2.49E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.12
35:14.5,4.06E+01,6.51E-05,0.000143204,0.000195278,0.000169241,0.000156222,0.000143204,3.91E-05,2.60E-05,2.60E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,1.30E-05,42.768,68.13,-0.304,0.001,-0.284,0.488,0.444,-0.061,0.685,0.146,0.559,0.621
35:14.5,4.38E+01,7.23E-05,0.000156572,0.000192704,0.000168616,0.000168616,0.000168616,6.02E-05,3.61E-05,3.61E-05,2.41E-05,2.41E-05,0,0,3.61E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.704,0.457,0.109,0.561
35:14.5,3.54E+01,7.46E-05,0.000149279,0.000208991,0.000179135,0.000179135,0.000179135,7.46E-05,4.48E-05,4.48E-05,2.99E-05,1.49E-05,1.49E-05,1.49E-05,2.99E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.126
35:32.5,4.81E+01,6.59E-05,0.000142693,0.000197575,0.000164646,0.00015367,0.000142693,4.39E-05,3.29E-05,2.20E-05,2.20E-05,1.10E-05,0,1.10E-05,3.29E-05,42.768,68.13,-0.304,0.001,-0.281,0.491,0.444,-0.061,0.685,0.146,0.559,0.621
35:32.5,4.48E+01,5.89E-05,0.000141422,0.000188563,0.000164993,0.000164993,0.000153207,5.89E-05,3.54E-05,2.36E-05,1.18E-05,2.36E-05,1.18E-05,1.18E-05,2.36E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.126
35:32.5,4.57E+01,6.93E-05,0.000150257,0.00019649,0.000173374,0.000173374,0.000173374,5.78E-05,4.62E-05,3.47E-05,2.31E-05,2.31E-05,0,0,3.47E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.701,-0.098,0.109,0.561
35:50.5,4.86E+01,6.52E-05,0.000141308,0.000195657,0.000163048,0.000152178,0.000152178,4.35E-05,3.26E-05,3.26E-05,2.17E-05,1.09E-05,1.09E-05,0,3.26E-05,42.768,68.13,-0.304,0.001,-0.284,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
35:50.5,4.62E+01,6.85E-05,0.000148517,0.000194215,0.000171366,0.000159942,0.000159942,6.85E-05,3.43E-05,3.43E-05,2.28E-05,2.28E-05,1.14E-05,1.14E-05,3.43E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.129
35:50.5,4.24E+01,7.48E-05,0.000149513,0.000199351,0.000174432,0.000161973,0.000161973,6.23E-05,3.74E-05,2.49E-05,1.25E-05,2.49E-05,1.25E-05,1.25E-05,2.49E-05,42.768,68.13,-0.329,0.001,0.131,0.23,0.562,-0.042,0.701,0.116,0.109,0.561
36:08.5,4.15E+01,6.36E-05,0.000139949,0.00019084,0.000165394,0.000152672,0.000152672,3.82E-05,2.54E-05,2.54E-05,1.27E-05,2.54E-05,0,1.27E-05,3.82E-05,42.768,68.13,-0.304,0.001,-0.284,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
36:08.5,4.28E+01,7.39E-05,0.000147897,0.000197197,0.000172547,0.000172547,0.000172547,6.16E-05,3.70E-05,3.70E-05,1.23E-05,2.46E-05,1.23E-05,1.23E-05,3.70E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.559,-0.042,0.701,-0.029,0.109,0.561
36:08.5,3.91E+01,6.74E-05,0.00014838,0.000202336,0.000175358,0.000175358,0.000175358,6.74E-05,4.05E-05,2.70E-05,1.35E-05,2.70E-05,1.35E-05,1.35E-05,4.05E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.123
36:26.5,3.49E+01,6.05E-05,0.00015131,0.000196704,0.000166441,0.000166441,0.000166441,6.05E-05,3.03E-05,3.03E-05,1.51E-05,3.03E-05,1.51E-05,1.51E-05,3.03E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.12
36:26.5,4.11E+01,6.42E-05,0.000153988,0.000205317,0.00016682,0.00016682,0.00016682,6.42E-05,3.85E-05,3.85E-05,1.28E-05,1.28E-05,1.28E-05,1.28E-05,3.85E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.701,0.258,0.109,0.561
36:44.5,4.24E+01,7.46E-05,0.000136839,0.000199039,0.000161719,0.000149279,0.000149279,3.73E-05,2.49E-05,2.49E-05,2.49E-05,0,0,1.24E-05,3.73E-05,42.768,68.13,-0.304,0.001,-0.281,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
36:44.5,4.20E+01,6.29E-05,0.000150944,0.000201259,0.000176102,0.000163523,0.000163523,6.29E-05,3.77E-05,2.52E-05,1.26E-05,2.52E-05,1.26E-05,0,3.77E-05,42.768,68.13,-0.329,0.001,0.128,0.23,0.559,-0.042,0.701,0.167,0.106,0.561
36:44.5,3.82E+01,6.91E-05,0.000152043,0.000207332,0.000165866,0.000165866,0.000165866,6.91E-05,4.15E-05,4.15E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,2.76E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.629,0.719,0.413,0.123
37:02.5,4.20E+01,6.29E-05,0.000138377,0.000188695,0.000163536,0.000150956,0.000150956,3.77E-05,2.52E-05,1.26E-05,1.26E-05,2.52E-05,1.26E-05,1.26E-05,2.52E-05,42.77,68.098,-0.274,0.007,-0.164,0.53,0.459,-0.027,0.693,0.276,0.599,0.621
37:02.5,4.15E+01,6.36E-05,0.000139949,0.00019084,0.000165394,0.000152672,0.000139949,3.82E-05,2.54E-05,2.54E-05,2.54E-05,1.27E-05,1.27E-05,1.27E-05,1.27E-05,42.768,68.13,-0.304,0.001,-0.284,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
37:02.5,4.36E+01,7.27E-05,0.000145424,0.000206018,0.000169662,0.000169662,0.000169662,6.06E-05,3.64E-05,3.64E-05,1.21E-05,1.21E-05,1.21E-05,1.21E-05,3.64E-05,42.768,68.13,-0.329,0.001,0.071,0.23,0.559,-0.042,1.021,0.197,0.106,0.561
37:20.5,4.29E+01,6.15E-05,0.000147639,0.000196851,0.000172245,0.000147639,0.000147639,4.92E-05,2.46E-05,1.23E-05,1.23E-05,1.23E-05,0,0,3.69E-05,42.768,68.13,-0.304,0.001,-0.284,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
37:20.5,4.23E+01,6.25E-05,0.000149904,0.000199872,0.000174888,0.000174888,0.000174888,6.25E-05,3.75E-05,3.75E-05,1.25E-05,2.50E-05,1.25E-05,1.25E-05,2.50E-05,42.768,68.13,-0.329,0.001,0.131,0.23,0.562,-0.042,0.424,0.158,0.106,0.558
37:20.5,4.10E+01,7.72E-05,0.000154427,0.000218771,0.000193033,0.000193033,0.000180164,5.15E-05,3.86E-05,3.86E-05,2.57E-05,2.57E-05,0,0,3.86E-05,42.77,68.098,-0.019,-0.03,-0.138,0.494,0.456,-0.055,0.693,0.104,0.593,0.588
37:38.5,4.34E+01,7.30E-05,0.000146034,0.000194712,0.000170373,0.000158203,0.000158203,4.87E-05,3.65E-05,1.22E-05,1.22E-05,1.22E-05,0,1.22E-05,2.43E-05,42.768,68.13,-0.304,0.001,-0.284,0.494,0.444,-0.061,0.685,0.146,0.562,0.621
37:38.5,4.54E+01,6.97E-05,0.000151026,0.000197496,0.000174261,0.000162644,0.000162644,5.81E-05,3.49E-05,2.32E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,3.49E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.039,0.674,0.164,0.106,0.558
37:56.5,4.47E+01,7.08E-05,0.000153487,0.000200713,0.000165293,0.000165293,0.000165293,5.90E-05,4.72E-05,3.54E-05,1.18E-05,2.36E-05,1.18E-05,1.18E-05,3.54E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.562,-0.039,0.521,0.164,0.106,0.558
37:56.5,4.15E+01,7.63E-05,0.000152672,0.000203562,0.000178117,0.000165394,0.000152672,5.09E-05,2.54E-05,1.27E-05,2.54E-05,1.27E-05,0,1.27E-05,3.82E-05,42.768,68.13,-0.304,0.001,-0.284,0.497,0.444,-0.061,0.685,0.146,0.562,0.621
37:56.5,4.24E+01,7.46E-05,0.000149279,0.000211479,0.000186599,0.000186599,0.000174159,4.98E-05,3.73E-05,1.24E-05,1.24E-05,2.49E-05,1.24E-05,0,3.73E-05,42.77,68.098,-0.019,-0.03,-0.135,0.497,0.456,-0.055,0.693,0.104,0.593,0.597
38:14.5,5.05E+01,6.28E-05,0.000146489,0.00020927,0.000167416,0.000156952,0.000156952,4.19E-05,3.14E-05,3.14E-05,2.09E-05,2.09E-05,0,1.05E-05,3.14E-05,42.768,68.13,-0.166,0.001,-0.284,0.497,0.444,-0.061,0.685,0.146,0.562,0.621
38:32.5,4.42E+01,7.16E-05,0.000155175,0.000202921,0.000179048,0.000167111,0.000167111,5.97E-05,3.58E-05,3.58E-05,2.39E-05,2.39E-05,0,1.19E-05,3.58E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.799,0.191,0.115,0.856
38:32.5,4.24E+01,6.22E-05,0.000149279,0.000211479,0.000186599,0.000174159,0.000161719,4.98E-05,2.49E-05,3.73E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,3.73E-05,42.768,68.13,0.003,0.001,-0.284,0.497,0.444,-0.061,0.685,0.146,0.562,0.621
38:50.5,4.15E+01,7.63E-05,0.000152672,0.000203562,0.000178117,0.000165394,0.000165394,3.82E-05,3.82E-05,2.54E-05,2.54E-05,0,0,0,3.82E-05,42.768,68.13,-0.215,0.001,-0.284,0.497,0.444,-0.061,0.685,0.146,0.559,0.621
38:50.5,4.24E+01,6.22E-05,0.000149347,0.00019913,0.000174239,0.000174239,0.000174239,6.22E-05,3.73E-05,3.73E-05,2.49E-05,2.49E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.329,0.001,0.134,0.23,0.559,-0.042,0.832,0.161,0.115,0.317
39:08.5,4.48E+01,7.07E-05,0.000153207,0.000200348,0.000164993,0.000164993,0.000176778,5.89E-05,3.54E-05,2.36E-05,3.54E-05,2.36E-05,1.18E-05,0,2.36E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.799,0.194,0.115,0.46
39:08.5,4.67E+01,6.79E-05,0.000135708,0.000203562,0.000169635,0.000180944,0.000169635,4.52E-05,3.39E-05,2.26E-05,2.26E-05,1.13E-05,0,0,2.26E-05,42.77,68.098,-0.019,-0.03,-0.135,0.497,0.456,-0.055,0.693,0.104,0.596,0.606
39:08.5,4.10E+01,7.72E-05,0.000167295,0.000257378,0.00023164,0.000218771,0.000218771,6.43E-05,3.86E-05,2.57E-05,2.57E-05,2.57E-05,1.29E-05,1.29E-05,5.15E-05,42.8,68.128,-0.197,0.001,-0.281,0.809,0.444,-0.061,0.685,0.146,0.559,0.621
39:26.5,4.62E+01,6.85E-05,0.000148517,0.000205639,0.000171366,0.000171366,0.000171366,6.85E-05,4.57E-05,3.43E-05,2.28E-05,2.28E-05,0,1.14E-05,3.43E-05,42.768,68.13,-0.329,0.001,0.08,0.23,0.562,-0.042,0.837,0.161,0.112,0.43
39:26.5,4.06E+01,6.51E-05,0.000169241,0.000234333,0.000208296,0.000182259,0.000182259,5.21E-05,3.91E-05,3.91E-05,1.30E-05,2.60E-05,1.30E-05,0,3.91E-05,42.768,68.13,-0.197,0.001,-0.284,0.104,0.441,-0.061,0.685,0.146,0.562,0.621
39:44.5,4.24E+01,6.22E-05,0.000149279,0.000186599,0.000161719,0.000161719,0.000161719,6.22E-05,3.73E-05,3.73E-05,1.24E-05,2.49E-05,1.24E-05,1.24E-05,3.73E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.801,0.191,0.115,0.665
39:44.5,4.01E+01,7.90E-05,0.00015806,0.000210747,0.000184404,0.000171232,0.000171232,3.95E-05,3.95E-05,1.32E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,2.63E-05,42.768,68.13,-0.197,0.001,-0.281,0.53,0.444,-0.061,0.685,0.146,0.562,0.621
40:02.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.00015806,0.00015806,0.00015806,3.95E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,0,1.32E-05,3.95E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.562,-0.042,0.84,0.158,0.41,0.662
40:02.5,4.48E+01,7.07E-05,0.000141422,0.000212133,0.000176778,0.000164993,0.000153207,4.71E-05,3.54E-05,2.36E-05,2.36E-05,1.18E-05,1.18E-05,1.18E-05,3.54E-05,42.768,68.13,-0.194,0.001,-0.281,0.296,0.444,-0.061,0.685,0.146,0.562,0.621
40:20.5,4.39E+01,7.22E-05,0.000156502,0.000204657,0.000168541,0.000156502,0.000156502,3.61E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,1.20E-05,1.20E-05,3.61E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.562,-0.042,0.801,0.161,0.812,0.668
40:20.5,4.39E+01,7.22E-05,0.000156502,0.000204657,0.000180579,0.000168541,0.000168541,4.82E-05,3.61E-05,2.41E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,3.61E-05,42.768,68.13,-0.194,0.001,0.024,0.311,0.444,-0.061,0.685,0.146,0.562,0.621
40:38.5,4.10E+01,7.72E-05,0.000154427,0.000205902,0.000180164,0.000167295,0.000154427,3.86E-05,2.57E-05,2.57E-05,2.57E-05,1.29E-05,0,1.29E-05,2.57E-05,42.768,68.13,-0.329,0.001,0.074,0.23,0.562,-0.042,0.837,0.161,0.587,0.665
40:38.5,4.20E+01,7.55E-05,0.000163536,0.000264174,0.000226435,0.000201275,0.000201275,6.29E-05,3.77E-05,3.77E-05,2.52E-05,2.52E-05,1.26E-05,1.26E-05,3.77E-05,42.768,68.13,-0.194,0.001,-0.675,0.308,0.444,-0.061,0.685,0.146,0.556,0.621
40:56.5,4.43E+01,7.15E-05,0.000142927,0.000190569,0.000154837,0.000154837,0.000154837,4.76E-05,2.38E-05,2.38E-05,1.19E-05,1.19E-05,0,0,2.38E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.837,0.191,0.426,0.665
40:56.5,4.43E+01,7.15E-05,0.000154837,0.00021439,0.000178658,0.000166748,0.000166748,4.76E-05,3.57E-05,3.57E-05,2.38E-05,2.38E-05,0,1.19E-05,3.57E-05,42.768,68.13,-0.197,0.001,-0.272,0.308,0.444,-0.061,0.685,0.146,0.562,0.621
41:14.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000163536,0.000163536,0.000150956,3.77E-05,2.52E-05,2.52E-05,2.52E-05,1.26E-05,0,1.26E-05,3.77E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.562,-0.042,0.837,0.191,0.422,0.665
41:14.5,4.39E+01,7.22E-05,0.000144464,0.000216695,0.000180579,0.000168541,0.000168541,4.82E-05,2.41E-05,3.61E-05,2.41E-05,2.41E-05,0,1.20E-05,2.41E-05,42.768,68.13,-0.197,0.001,-0.481,0.311,0.444,-0.061,0.685,0.146,0.562,0.621
41:32.5,4.29E+01,7.38E-05,0.000159942,0.000209155,0.000172245,0.000159942,0.000159942,4.92E-05,2.46E-05,2.46E-05,2.46E-05,2.46E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.837,0.191,0.422,0.665
41:32.5,4.10E+01,6.43E-05,0.000154427,0.00023164,0.000193033,0.000180164,0.000167295,5.15E-05,3.86E-05,3.86E-05,2.57E-05,1.29E-05,1.29E-05,1.29E-05,3.86E-05,42.768,68.13,-0.197,0.001,-0.445,0.308,0.444,-0.061,0.685,0.146,0.565,0.621
