Timestamp (LOCAL_TIME),SPSQC:EXTRACTED_INTENSITY,SPS.BLM.21636.ZS1:LOSS_CYCLE,SPS.BLM.21652.ZS2:LOSS_CYCLE,SPS.BLM.21658.ZS3:LOSS_CYCLE,SPS.BLM.21674.ZS4:LOSS_CYCLE,SPS.BLM.21680.ZS5:LOSS_CYCLE,SPS.BLM.21694.TCE:LOSS_CYCLE,SPS.BLM.21772.TPST:LOSS_CYCLE,SPS.BLM.21775.MST1:LOSS_CYCLE,SPS.BLM.21776.MST1:LOSS_CYCLE,SPS.BLM.21792.MST3:LOSS_CYCLE,SPS.BLM.21796.MST3:LOSS_CYCLE,SPS.BLM.21835.MSE1:LOSS_CYCLE,SPS.BLM.21839.MSE2:LOSS_CYCLE,SPS.BLM.21905.QDA:LOSS_CYCLE,ZS.LSS2.GIRDER:DO_PPM,ZS.LSS2.GIRDER:UP_PPM,ZS1.LSS2.ANODE:DO_PPM,ZS1.LSS2.ANODE:UP_PPM,ZS2.LSS2.ANODE:DO_PPM,ZS2.LSS2.ANODE:UP_PPM,ZS3.LSS2.ANODE:DO_PPM,ZS3.LSS2.ANODE:UP_PPM,ZS4.LSS2.ANODE:DO_PPM,ZS4.LSS2.ANODE:UP_PPM,ZS5.LSS2.ANODE:DO_PPM,ZS5.LSS2.ANODE:UP_PPM
11:32.5,4.10E+01,6.43E-05,0.000141558,0.00023164,0.000205902,0.000193033,0.000180164,5.15E-05,2.57E-05,1.29E-05,1.29E-05,1.29E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.461,0.685,0.146,0.562,0.624
11:50.5,3.82E+01,6.91E-05,0.000152043,0.000248798,0.000221154,0.00019351,0.00019351,4.15E-05,2.76E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,1.38E-05,4.15E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.444,-0.461,0.685,0.146,0.565,0.624
12:08.5,4.57E+01,6.93E-05,0.000138506,0.000230844,0.000207759,0.000184675,0.000184675,4.62E-05,3.46E-05,3.46E-05,2.31E-05,2.31E-05,1.15E-05,0,3.46E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.461,0.685,0.146,0.565,0.624
12:08.5,4.48E+01,7.07E-05,0.000153207,0.000223919,0.000188563,0.000188563,0.000188563,9.43E-05,5.89E-05,3.54E-05,2.36E-05,3.54E-05,1.18E-05,1.18E-05,2.36E-05,42.768,68.13,-0.78,-0.039,-0.188,0.305,0.304,-0.486,0.785,0.795,-0.192,0.305
12:26.5,3.61E+01,5.85E-05,0.000146219,0.000204707,0.000175463,0.000175463,0.000190085,0.000102354,5.85E-05,5.85E-05,4.39E-05,1.46E-05,1.46E-05,1.46E-05,4.39E-05,42.768,68.13,-0.78,-0.039,-0.188,0.308,0.304,0.017,0.785,0.795,-0.192,0.305
12:26.5,3.91E+01,6.74E-05,0.000134891,0.000242803,0.000215825,0.000188847,0.000175358,4.05E-05,2.70E-05,2.70E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,4.05E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.461,0.685,0.146,0.565,0.624
12:44.5,4.24E+01,6.22E-05,0.000149279,0.000199039,0.000161719,0.000174159,0.000174159,9.95E-05,6.22E-05,4.98E-05,3.73E-05,2.49E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.78,-0.039,-0.188,0.308,0.304,-0.197,0.785,0.795,-0.192,0.305
12:44.5,4.53E+01,7.00E-05,0.000139949,0.000233248,0.000209924,0.000186599,0.000186599,4.66E-05,3.50E-05,3.50E-05,2.33E-05,2.33E-05,1.17E-05,1.17E-05,3.50E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.461,0.685,0.146,0.565,0.624
13:02.5,4.15E+01,7.63E-05,0.000152672,0.000203562,0.000165394,0.00019084,0.00019084,0.000114504,6.36E-05,5.09E-05,3.82E-05,2.54E-05,0,0,3.82E-05,42.77,68.098,-0.78,-0.039,-0.188,0.308,0.602,-0.194,0.785,0.795,-0.192,0.302
13:02.5,4.01E+01,6.59E-05,0.000144888,0.000250262,0.000210747,0.000197575,0.000184404,3.95E-05,2.63E-05,2.63E-05,1.32E-05,0,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.461,0.685,0.146,0.565,0.624
13:20.5,4.06E+01,7.81E-05,0.000143204,0.000234333,0.000208296,0.000182259,0.000182259,3.91E-05,2.60E-05,1.30E-05,1.30E-05,0,1.30E-05,1.30E-05,2.60E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.452,0.693,0.089,0.578,0.582
13:20.5,3.77E+01,7.00E-05,0.000167939,0.000223919,0.000209924,0.000209924,0.000223919,0.000111959,7.00E-05,4.20E-05,5.60E-05,1.40E-05,1.40E-05,1.40E-05,4.20E-05,42.768,68.13,-0.78,-0.039,-0.188,0.308,-0.197,-0.194,0.785,0.795,-0.192,0.302
13:38.5,4.43E+01,7.15E-05,0.000142927,0.00020248,0.000166748,0.000166748,0.000178658,9.53E-05,5.96E-05,4.76E-05,3.57E-05,2.38E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.304,-0.194,0.785,0.795,-0.192,0.302
13:38.5,4.34E+01,7.30E-05,0.000146034,0.00023122,0.000206881,0.000182542,0.000170373,4.87E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,1.22E-05,0,2.43E-05,42.768,68.13,-0.16,0.001,-0.496,0.602,0.441,-0.452,0.69,0.098,0.605,0.564
13:56.5,4.57E+01,6.93E-05,0.000138506,0.000196217,0.000173133,0.000184675,0.000184675,9.23E-05,5.77E-05,4.62E-05,3.46E-05,3.46E-05,0,1.15E-05,3.46E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.077,-0.194,0.785,0.795,-0.192,0.302
13:56.5,4.15E+01,7.63E-05,0.000152672,0.000254453,0.000216285,0.00019084,0.00019084,3.82E-05,2.54E-05,1.27E-05,2.54E-05,2.54E-05,1.27E-05,0,3.82E-05,42.768,68.13,-0.049,0.001,-0.496,0.602,0.441,-0.452,0.69,0.095,0.605,0.561
14:14.5,4.29E+01,7.38E-05,0.000147639,0.000233761,0.000209155,0.000184548,0.000184548,4.92E-05,2.46E-05,2.46E-05,2.46E-05,1.23E-05,0,1.23E-05,2.46E-05,42.768,68.13,-0.32,0.001,-0.496,0.602,0.441,-0.452,0.69,0.095,0.605,0.558
14:32.5,4.62E+01,6.85E-05,0.000148517,0.000205639,0.000171366,0.000182791,0.000182791,0.00010282,6.85E-05,5.71E-05,4.57E-05,2.28E-05,0,1.14E-05,2.28E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.197,0.785,1.075,-0.192,0.302
14:32.5,4.48E+01,7.07E-05,0.000141422,0.000235704,0.000200348,0.000188563,0.000176778,4.71E-05,3.54E-05,3.54E-05,1.18E-05,2.36E-05,1.18E-05,1.18E-05,3.54E-05,42.768,68.13,-0.135,0.001,-0.496,0.602,0.441,-0.452,0.69,0.098,0.605,0.558
14:50.5,4.43E+01,5.96E-05,0.000154837,0.00020248,0.000166748,0.000166748,0.000178658,9.53E-05,5.96E-05,3.57E-05,3.57E-05,2.38E-05,1.19E-05,0,3.57E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.785,0.593,-0.192,0.302
14:50.5,4.29E+01,7.38E-05,0.000147639,0.000233761,0.000209155,0.000184548,0.000184548,4.92E-05,2.46E-05,2.46E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,2.46E-05,42.768,68.13,-0.221,0.001,-0.496,0.602,0.441,-0.452,0.69,0.098,0.605,0.558
15:08.5,3.91E+01,6.74E-05,0.00014838,0.000202336,0.000161869,0.000175358,0.000175358,9.44E-05,5.40E-05,5.40E-05,4.05E-05,2.70E-05,1.35E-05,1.35E-05,2.70E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.394,-0.194,0.782,0.728,-0.192,0.302
15:08.5,4.43E+01,7.15E-05,0.000142927,0.000238211,0.00020248,0.000190569,0.000178658,4.76E-05,3.57E-05,2.38E-05,2.38E-05,2.38E-05,1.19E-05,0,2.38E-05,42.768,68.13,-0.105,0.001,-0.496,0.602,0.441,-0.452,0.69,0.098,0.605,0.558
15:26.5,3.96E+01,6.66E-05,0.000146613,0.000199927,0.00017327,0.00017327,0.000186599,9.33E-05,5.33E-05,4.00E-05,4.00E-05,2.67E-05,0,1.33E-05,4.00E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.782,0.608,-0.192,0.302
15:26.5,4.34E+01,7.30E-05,0.000146034,0.00024339,0.000219051,0.000194712,0.000182542,4.87E-05,2.43E-05,2.43E-05,1.22E-05,1.22E-05,1.22E-05,1.22E-05,3.65E-05,42.768,68.13,-0.163,0.001,-0.496,0.602,0.441,-0.452,0.69,0.095,0.605,0.558
15:44.5,4.10E+01,6.43E-05,0.000141558,0.000193033,0.000154427,0.000167295,0.000167295,9.01E-05,5.15E-05,3.86E-05,2.57E-05,2.57E-05,0,1.29E-05,3.86E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.785,0.909,-0.192,0.302
15:44.5,4.01E+01,7.90E-05,0.000144888,0.000250262,0.000210747,0.000197575,0.000197575,5.27E-05,3.95E-05,1.32E-05,2.63E-05,2.63E-05,1.32E-05,0,3.95E-05,42.768,68.13,-0.138,0.001,-0.496,0.602,0.441,-0.452,0.69,0.095,0.605,0.558
16:02.5,3.91E+01,6.74E-05,0.00014838,0.000188847,0.000161869,0.000161869,0.000161869,0.000107913,6.74E-05,5.40E-05,4.05E-05,2.70E-05,0,1.35E-05,4.05E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,1.098,0.909,-0.192,0.302
16:02.5,3.77E+01,7.00E-05,0.000139949,0.000237913,0.000209924,0.000195929,0.000181934,4.20E-05,2.80E-05,2.80E-05,1.40E-05,1.40E-05,1.40E-05,1.40E-05,4.20E-05,42.768,68.13,-0.169,0.001,-0.496,0.602,0.441,-0.452,0.69,0.095,0.605,0.558
16:20.5,4.86E+01,6.52E-05,0.000141308,0.000195657,0.000163048,0.000173917,0.000173917,8.70E-05,5.43E-05,3.26E-05,2.17E-05,3.26E-05,1.09E-05,1.09E-05,3.26E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.512,0.873,-0.192,0.302
16:20.5,4.20E+01,7.55E-05,0.000163536,0.000289333,0.000264174,0.000239014,0.000226434,6.29E-05,3.77E-05,2.52E-05,1.26E-05,2.52E-05,1.26E-05,0,5.03E-05,42.768,68.13,-0.166,0.001,-0.496,0.911,0.441,-0.452,0.69,0.095,0.605,0.558
16:38.5,4.62E+01,6.85E-05,0.000148517,0.000205639,0.000159942,0.000171366,0.000182791,9.14E-05,5.71E-05,4.57E-05,3.43E-05,3.43E-05,1.14E-05,1.14E-05,2.28E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.749,0.915,-0.192,0.302
16:38.5,3.68E+01,7.18E-05,0.000157891,0.000258368,0.00022966,0.000200953,0.000186599,5.74E-05,2.87E-05,2.87E-05,2.87E-05,0,1.44E-05,1.44E-05,4.31E-05,42.768,68.13,-0.141,0.001,-0.502,0.167,0.441,-0.452,0.69,0.098,0.605,0.558
16:56.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.00015806,0.000171232,0.000184404,9.22E-05,5.27E-05,3.95E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.873,-0.192,0.302
16:56.5,4.39E+01,7.22E-05,0.000156502,0.000252811,0.000216695,0.000204657,0.000192618,4.82E-05,3.61E-05,3.61E-05,2.41E-05,1.20E-05,0,1.20E-05,2.41E-05,42.768,68.13,-0.169,0.001,-0.499,0.611,0.441,-0.452,0.69,0.095,0.605,0.558
17:14.5,4.29E+01,6.15E-05,0.000135335,0.000196851,0.000172245,0.000159942,0.000147639,4.92E-05,2.46E-05,2.46E-05,1.23E-05,2.46E-05,0,1.23E-05,3.69E-05,42.768,68.13,-0.052,0.001,-0.102,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
17:14.5,3.96E+01,8.00E-05,0.000159942,0.000213256,0.000159942,0.00017327,0.000186599,8.00E-05,5.33E-05,4.00E-05,4.00E-05,1.33E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.918,-0.189,0.555
17:14.5,3.77E+01,7.00E-05,0.000167939,0.000251908,0.000209924,0.000195929,0.000181934,4.20E-05,2.80E-05,2.80E-05,2.80E-05,0,0,0,2.80E-05,42.768,68.13,-0.145,0.001,-0.499,0.395,0.441,-0.452,0.69,0.095,0.605,0.558
17:32.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000177496,0.000163843,0.000163843,4.10E-05,4.10E-05,4.10E-05,2.73E-05,0,1.37E-05,1.37E-05,4.10E-05,42.768,68.13,-0.052,0.001,-0.102,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
17:32.5,4.62E+01,5.71E-05,0.000148517,0.000194215,0.000159942,0.000182791,0.000171366,0.00010282,5.71E-05,4.57E-05,3.43E-05,2.28E-05,1.14E-05,1.14E-05,3.43E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.873,-0.189,0.076
17:32.5,4.43E+01,7.15E-05,0.000154837,0.000238211,0.00020248,0.000190569,0.000178658,4.76E-05,2.38E-05,2.38E-05,2.38E-05,2.38E-05,0,0,3.57E-05,42.768,68.13,-0.172,0.001,-0.185,0.41,0.441,-0.452,0.69,0.098,0.605,0.558
17:50.5,3.68E+01,7.18E-05,0.000143538,0.000200953,0.000186599,0.000172245,0.000157891,4.31E-05,2.87E-05,2.87E-05,2.87E-05,1.44E-05,0,1.44E-05,2.87E-05,42.768,68.13,-0.052,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
17:50.5,3.84E+01,6.87E-05,0.000151124,0.000206079,0.000164863,0.000178602,0.000178602,0.000109909,5.50E-05,4.12E-05,4.12E-05,1.37E-05,0,1.37E-05,4.12E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.879,-0.192,-0.005
17:50.5,4.20E+01,6.29E-05,0.000150956,0.000251594,0.000226434,0.000201275,0.000201275,5.03E-05,3.77E-05,3.77E-05,2.52E-05,2.52E-05,0,0,3.77E-05,42.768,68.13,-0.138,0.001,0.298,0.41,0.441,-0.452,0.69,0.098,0.605,0.558
18:08.5,4.06E+01,6.51E-05,0.000143204,0.000208296,0.000182259,0.000169241,0.000169241,5.21E-05,3.91E-05,2.60E-05,2.60E-05,0,1.30E-05,1.30E-05,2.60E-05,42.768,68.13,-0.052,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
18:08.5,4.43E+01,5.96E-05,0.000142927,0.000226301,0.000190569,0.000178658,0.000166748,3.57E-05,3.57E-05,1.19E-05,2.38E-05,2.38E-05,0,0,3.57E-05,42.768,68.13,-0.175,0.001,-0.197,0.41,0.441,-0.452,0.69,0.098,0.605,0.558
18:08.5,4.01E+01,6.59E-05,0.00015806,0.000210747,0.00015806,0.000184404,0.000197575,9.22E-05,5.27E-05,5.27E-05,3.95E-05,2.63E-05,1.32E-05,1.32E-05,2.63E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,-0.189,0.311
18:26.5,4.90E+01,6.46E-05,0.000150714,0.000204541,0.00018301,0.000172245,0.00016148,4.31E-05,4.31E-05,3.23E-05,2.15E-05,1.08E-05,1.08E-05,1.08E-05,3.23E-05,42.768,68.13,-0.052,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
18:26.5,4.29E+01,7.38E-05,0.000147639,0.000209155,0.000184548,0.000172245,0.000159942,4.92E-05,3.69E-05,3.69E-05,2.46E-05,1.23E-05,0,1.23E-05,3.69E-05,42.768,68.13,-0.138,0.001,-0.197,0.41,0.441,-0.132,0.69,0.098,0.605,0.558
18:44.5,3.77E+01,7.00E-05,0.000153944,0.000223919,0.000195929,0.000181934,0.000167939,4.20E-05,2.80E-05,1.40E-05,2.80E-05,0,0,1.40E-05,4.20E-05,42.768,68.13,0.255,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.569,0.624
18:44.5,3.73E+01,7.09E-05,0.000155893,0.000212581,0.000170065,0.000184237,0.000198409,9.92E-05,5.67E-05,5.67E-05,4.25E-05,2.83E-05,1.42E-05,1.42E-05,4.25E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,-0.192,0.254
18:44.5,4.57E+01,6.93E-05,0.000150049,0.000242386,0.000230844,0.000207759,0.000207759,6.93E-05,4.62E-05,3.46E-05,2.31E-05,2.31E-05,1.15E-05,1.15E-05,2.31E-05,42.768,68.13,-0.172,0.001,-0.197,0.41,0.441,0.339,0.687,0.095,0.605,0.558
19:02.5,4.06E+01,7.81E-05,0.000156222,0.000221315,0.000182259,0.000169241,0.000156222,3.91E-05,2.60E-05,2.60E-05,2.60E-05,1.30E-05,0,1.30E-05,3.91E-05,42.768,68.13,-0.175,0.001,-0.197,0.41,0.441,-0.163,0.69,0.098,0.605,0.558
19:02.5,4.48E+01,7.07E-05,0.000153207,0.000200348,0.000176778,0.000176778,0.000188563,9.43E-05,5.89E-05,4.71E-05,3.54E-05,1.18E-05,1.18E-05,1.18E-05,2.36E-05,42.77,68.098,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,-0.192,0.272
19:20.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000163536,0.000163536,0.000163536,7.55E-05,3.77E-05,2.52E-05,2.52E-05,2.52E-05,1.26E-05,0,3.77E-05,42.77,68.098,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,0.112,0.272
19:20.5,4.15E+01,7.63E-05,0.000152672,0.000216285,0.000178117,0.000165394,0.000165394,5.09E-05,3.82E-05,3.82E-05,2.54E-05,1.27E-05,0,1.27E-05,3.82E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.677,-0.151,0.69,0.098,0.605,0.558
19:20.5,3.73E+01,7.09E-05,0.000155893,0.000212581,0.000184237,0.000170065,0.000170065,4.25E-05,4.25E-05,2.83E-05,2.83E-05,1.42E-05,1.42E-05,1.42E-05,2.83E-05,42.768,68.13,-0.541,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
19:38.5,4.06E+01,6.51E-05,0.000156222,0.000208296,0.000156222,0.000156222,0.000156222,5.21E-05,3.91E-05,2.60E-05,1.30E-05,2.60E-05,0,0,3.91E-05,42.77,68.098,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,0.535,0.257
19:56.5,4.34E+01,6.08E-05,0.000146034,0.000206881,0.000170373,0.000158203,0.000158203,4.87E-05,3.65E-05,2.43E-05,1.22E-05,1.22E-05,1.22E-05,1.22E-05,2.43E-05,42.768,68.13,-0.145,0.001,-0.197,0.41,0.724,-0.151,0.69,0.098,0.605,0.558
19:56.5,3.96E+01,6.66E-05,0.000159942,0.000213256,0.00017327,0.00017327,0.000159942,5.33E-05,4.00E-05,4.00E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.894,0.465,0.278
20:14.5,4.57E+01,6.93E-05,0.000150049,0.000207759,0.000173133,0.000161591,0.000150049,4.62E-05,3.46E-05,2.31E-05,2.31E-05,1.15E-05,0,0,3.46E-05,42.768,68.13,-0.184,0.001,-0.197,0.41,0.77,-0.151,0.69,0.312,0.605,0.558
20:14.5,4.01E+01,6.59E-05,0.00015806,0.000197575,0.000171232,0.000171232,0.00015806,6.59E-05,3.95E-05,3.95E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.78,-0.036,-0.188,0.308,0.422,-0.194,0.601,0.891,0.176,0.275
20:14.5,4.29E+01,7.38E-05,0.000147639,0.000209155,0.000184548,0.000172245,0.000172245,4.92E-05,3.69E-05,3.69E-05,2.46E-05,1.23E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.025,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.569,0.624
20:32.5,4.20E+01,7.55E-05,0.000150956,0.000213855,0.000188695,0.000176116,0.000163536,5.03E-05,3.77E-05,3.77E-05,2.52E-05,1.26E-05,1.26E-05,1.26E-05,2.52E-05,42.768,68.13,-0.062,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
20:32.5,4.62E+01,6.85E-05,0.000137093,0.00020564,0.000171366,0.000182791,0.000171366,5.71E-05,3.43E-05,2.28E-05,1.14E-05,2.28E-05,1.14E-05,1.14E-05,2.28E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.72,-0.151,0.69,-0.153,0.605,0.558
20:32.5,4.01E+01,6.59E-05,0.000171232,0.000302949,0.000289777,0.000276605,0.000276605,9.22E-05,6.59E-05,5.27E-05,2.63E-05,2.63E-05,1.32E-05,0,3.95E-05,42.77,68.098,-1.281,-0.039,0.143,0.308,0.531,-0.383,0.415,1.021,0.41,0.248
20:50.5,3.84E+01,6.88E-05,0.000165196,0.000206495,0.000165196,0.000165196,0.000165196,6.88E-05,4.13E-05,4.13E-05,2.75E-05,1.38E-05,1.38E-05,1.38E-05,4.13E-05,42.768,68.13,-0.753,-0.039,-0.176,0.308,0.394,-0.166,0.601,0.9,0.203,0.284
20:50.5,4.10E+01,6.43E-05,0.000141558,0.000205902,0.000180164,0.000167295,0.000167295,5.15E-05,3.86E-05,3.86E-05,1.29E-05,1.29E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.178,0.001,-0.197,0.41,0.724,-0.151,0.699,0.083,0.605,0.558
20:50.5,3.68E+01,7.18E-05,0.000143538,0.000215306,0.000186599,0.000172245,0.000172245,4.31E-05,2.87E-05,2.87E-05,1.44E-05,2.87E-05,0,0,2.87E-05,42.768,68.13,-0.062,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
21:08.5,4.76E+01,6.65E-05,0.000144106,0.000199531,0.000155191,0.000166276,0.000155191,6.65E-05,4.43E-05,3.33E-05,3.33E-05,1.11E-05,0,0,3.33E-05,42.768,68.13,-0.455,-0.036,-0.176,0.308,0.419,-0.188,0.599,0.9,0.109,0.278
21:08.5,3.96E+01,6.66E-05,0.000146613,0.000199927,0.000186599,0.00017327,0.000159942,4.00E-05,2.67E-05,2.67E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,2.67E-05,42.768,68.13,-0.062,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
21:08.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.000186599,0.00017327,0.00017327,5.33E-05,4.00E-05,4.00E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.175,0.001,-0.197,0.41,0.767,-0.151,0.701,-0.083,0.605,0.558
21:26.5,4.67E+01,6.79E-05,0.000135708,0.000192253,0.000169635,0.000158326,0.000158326,4.52E-05,3.39E-05,3.39E-05,2.26E-05,2.26E-05,0,1.13E-05,2.26E-05,42.768,68.13,-0.062,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.621
21:26.5,4.29E+01,7.38E-05,0.000147639,0.000221458,0.000184548,0.000184548,0.000184548,7.38E-05,4.92E-05,2.46E-05,3.69E-05,2.46E-05,0,1.23E-05,3.69E-05,42.77,68.098,0.027,-0.033,-0.176,0.308,0.419,-0.188,0.601,0.9,0.109,0.281
21:44.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.000171232,0.00015806,0.00015806,3.95E-05,2.63E-05,2.63E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.022,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.569,0.624
21:44.5,3.77E+01,7.00E-05,0.000153944,0.000195929,0.000167939,0.000167939,0.000167939,7.00E-05,4.20E-05,2.80E-05,2.80E-05,2.80E-05,1.40E-05,1.40E-05,2.80E-05,42.77,68.098,-0.488,-0.033,-0.176,0.308,0.419,-0.188,0.601,0.9,0.109,0.278
21:44.5,4.34E+01,7.30E-05,0.000146034,0.000206881,0.000182542,0.000170373,0.000158203,4.87E-05,3.65E-05,2.43E-05,2.43E-05,2.43E-05,1.22E-05,1.22E-05,3.65E-05,42.768,68.13,-0.181,0.001,-0.197,0.41,0.72,-0.151,0.699,0.059,0.605,0.558
22:02.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.00017327,0.000159942,0.000159942,5.33E-05,4.00E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.169,0.001,-0.197,0.41,0.72,-0.151,0.699,0.143,0.605,0.558
22:02.5,4.39E+01,7.22E-05,0.000144464,0.000192618,0.000180579,0.000168541,0.000156502,4.82E-05,3.61E-05,2.41E-05,1.20E-05,1.20E-05,1.20E-05,0,3.61E-05,42.768,68.13,-0.019,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
22:02.5,3.82E+01,6.91E-05,0.000165866,0.000262621,0.000221154,0.000221154,0.000221154,8.29E-05,5.53E-05,4.15E-05,2.76E-05,2.76E-05,1.38E-05,0,2.76E-05,42.77,68.098,-0.492,-0.033,-0.173,0.608,0.419,-0.188,0.601,0.9,0.109,0.278
22:20.5,4.20E+01,7.55E-05,0.000150956,0.000213855,0.000176116,0.000163536,0.000150956,3.77E-05,2.52E-05,2.52E-05,1.26E-05,0,0,1.26E-05,3.77E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.77,-0.151,1.015,0.146,0.605,0.558
22:20.5,4.34E+01,7.30E-05,0.000146034,0.000219051,0.000194712,0.000182542,0.000170373,4.87E-05,3.65E-05,3.65E-05,2.43E-05,2.43E-05,1.22E-05,0,2.43E-05,42.768,68.13,0.261,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
22:20.5,4.29E+01,7.38E-05,0.000159942,0.000233761,0.000196851,0.000196851,0.000196851,7.38E-05,4.92E-05,2.46E-05,3.69E-05,2.46E-05,1.23E-05,0,2.46E-05,42.768,68.13,-0.445,-0.036,-0.188,-0.192,0.419,-0.188,0.601,0.9,0.109,0.281
22:38.5,4.34E+01,6.08E-05,0.000146034,0.000194712,0.000158203,0.000158203,0.000158203,6.08E-05,3.65E-05,3.65E-05,2.43E-05,1.22E-05,1.22E-05,0,3.65E-05,42.77,68.098,-0.498,-0.036,-0.185,0.326,0.419,-0.188,0.601,0.9,0.109,0.281
22:38.5,4.24E+01,6.22E-05,0.000149279,0.000199039,0.000174159,0.000174159,0.000161719,4.98E-05,3.73E-05,3.73E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,3.73E-05,42.768,68.13,-0.181,0.001,-0.197,0.41,0.72,-0.151,0.446,0.143,0.605,0.558
22:38.5,4.15E+01,6.36E-05,0.000152672,0.000229008,0.00019084,0.000178117,0.000165394,5.09E-05,3.82E-05,3.82E-05,1.27E-05,2.54E-05,0,1.27E-05,3.82E-05,42.768,68.13,-0.547,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
